b,AJ 1.2,CMg,DKB 58,DKB 64,DLGB 2
145,-0.0846463433588704,-0.034252771223400605,0.736539800456052,-0.20687987594264784,0.46748125855489375
146,0.07474953750604107,9.612565484759666e-05,0.4045939677856065,-0.09950188668212594,0.30269939271832064
147,0.05545613667352086,-0.06227333376735317,0.2453048151239549,-0.14570540195213108,0.3597604132380427
148,0.16245320034867367,0.02193486149782026,0.05857070606790984,-0.3001503057052818,0.18912683631066568
149,-0.18807789649712137,-0.03887141948601923,0.4265438936847805,0.0347735009005415,0.32190044123887057
150,0.25808533724577104,-0.14470217396691099,0.46287362967167234,-0.23263840871064828,-0.015528997225537878
151,-0.0359834065949697,0.03226157256411642,0.341133950628014,-0.08513915222470406,0.6107369037430903
152,-0.21665995677683175,0.02034456072258987,0.5110578063884106,-0.006443870260563813,0.2313454153212977
153,-0.19560146869296735,0.003198922085576536,0.6090502210644487,-0.0037087344246056865,0.3277928584580568
154,-0.5008035552275524,0.06698829096286618,0.6291965177222538,0.04438593148998062,0.03230528069243406
155,-0.18043759513076488,-0.03724176029942633,0.7058616109484668,-0.3912317820474935,0.2839960480601943
156,-0.036262555008298135,-0.08259933720695387,0.538262132874468,-0.19895942383154389,0.10063589203397387
157,0.05766546231212725,-0.05067545658474133,0.2600193492511598,0.001827907536360271,0.39432054441226033
158,0.01727378148448506,0.006357025617065054,-0.05185580740900616,-0.08001325106558867,0.49567146778194565
159,0.17824198416330456,0.11033249700009544,0.24285119681797124,-0.09182134350392411,0.0916154594347088
160,0.04903341898686122,-0.02042251804654829,0.443691898318573,0.12367551938786495,0.13410278380897417
161,0.22318920973852427,0.04143922809917198,0.4768340131702044,0.07118893268520078,-0.04695003490913359
162,-0.09172189215946584,0.05043805158916648,0.523614398136204,-0.06072401528030924,0.36774894805249686
163,0.052724574921331355,-0.03411834535443836,0.18377286983402474,-0.15916396430816113,0.44519428475736583
164,-0.00446245440953188,0.08812485656126705,0.21034292986544298,-0.12595466421622545,0.17883339749833102
165,-0.062451809309726956,-0.01060518855124648,0.5516539907364162,-0.25232140508921597,0.1082760435543559
166,-0.06346826293295335,0.16320800297535995,0.4776909899509131,-0.20106881033592913,-0.013216237054417523
167,-0.11426933344907879,0.018416792722969172,0.41565188366349093,-0.22820989561809535,0.5163039746545267
168,0.12130903421503463,-0.05072333542010703,0.40939249791297916,-0.006990788845618029,0.41223237756355885
169,0.2531264860169033,0.005169564185768546,0.2668739963459503,-0.0027229429240366366,-0.21010708357022767
170,-0.08217529149637533,0.04564214027272938,0.33350188247116347,0.08497090002690343,0.26933032748258173
171,-0.03487131269892254,0.11339230757307181,0.5728401236214544,0.00742625123889124,-0.11846829491282718
172,-0.03520920000578244,-0.016722564025643438,0.8154593806108004,-0.21954330210739248,-0.027927847781567643
173,-0.1349568055954907,0.019075871195211626,0.661464105351542,-0.06806544882958579,0.03868728599290906
174,-0.0909618407873168,0.09824522558495961,0.540658203885356,-0.32729376956858436,0.23099278344191343
175,0.11070321140414814,-0.01620034255148265,0.41981256749886564,0.03530788571723128,0.5374788398016119
176,-0.0008727413203827971,0.14588873384381384,0.43701277024759716,-0.19498262001385233,0.29033090333113754
177,-0.08652608558931527,-0.1510537884546162,0.5313999471183231,-0.48874314449741496,0.32547449426383246
178,0.059022641482326096,0.0736321951334681,0.35809235894513514,0.04005940823093547,0.2540793579049657
179,-0.09437404776473901,0.013791055152886922,0.6111286309435291,0.0011633211645163649,0.19646731610211687
180,-0.06320709556519014,-0.003910909843966715,0.4134966771585281,-0.0685383087777304,0.5867763025657368
181,0.21895726917461333,0.02719378194834059,0.3833975092867945,-0.7228989842648501,-0.009861792757790538
182,0.0011014607049830926,-0.062160834903000714,0.30723778619201725,-0.3124131507155975,0.6483220095054769
183,-0.003049568057862828,-0.09102236163528257,0.4568030976112296,-0.3565348588306274,0.2853474655129489
184,-0.11040990196320184,-0.006348311783425042,0.5419699841038357,-0.05043105137409757,0.34713009135564354
185,-0.005882906958375534,-0.006240861579309353,0.5056894249130283,0.0410913831193568,-0.14755059165051201
186,0.002819935917984484,0.014850055915145299,0.5578775137118395,0.03560448459760005,0.20617276802056042
187,0.1149150385409818,-0.008813280998121276,0.5155434758518852,-0.21333348840829816,-0.05845221306935543
188,0.15078537225994415,-0.02928922495424554,0.17251181740277274,-0.005485696241511578,0.40362460583941867
189,0.0373364427678176,-0.022008599425360785,0.40888073755015075,0.07292280468661681,0.25941126693153455
190,-0.006476337847974278,-0.10608462427579937,0.5000438358839384,-0.1322664843961573,0.3539492008152309
191,0.2653146215086788,-0.07097287424759127,0.24353518454929576,0.05741773976387543,0.15637014325143567
192,-0.26217437548643663,0.02571180042397785,0.6741203388753017,-0.002780328845289762,0.25669150210923874
193,0.19811518077844736,-0.08291131822529373,0.3608758021894308,-0.18642193417739075,0.1706067822634055
194,0.10984907360944227,-0.09398551209651293,0.44201196640358525,-0.3611924897086634,0.4010985813889983
195,0.25811695965297604,-0.018892397839128224,0.07823275117685542,-0.20315550898408752,0.010665323359552548
196,0.21260172951381956,-0.07132867372872652,0.16451152084243978,-0.21044948505561023,0.32596062952253646
197,0.032307701135635344,-0.08635835509012159,0.45231731020696514,-0.2776053706997725,0.3395198071938023
198,-0.12528234626317558,0.011786776317095604,0.5518602956699957,-0.025507936468326046,0.2962118878190104
199,-0.0019253349257122576,-0.08650849038692812,0.6328295435444387,0.028356270915347676,0.31441149111321637
200,-0.23724840987984708,0.005596228739285275,0.4023702972435192,0.0979278528635382,0.4114840319411215
201,0.008919426878206549,-0.10354974474493188,0.8348199147331178,-0.2216928303559657,0.10507203857091743
202,-0.05796066167524855,-0.10615593421356591,0.6911002577646689,0.036808691081348266,0.03625479444691747
203,0.07142854864021479,0.06897112863398537,0.47113549417638023,-0.3495061991883713,0.32954833389573013
204,-0.12774434012254648,0.009576810098063049,0.745001252432036,-0.11787965149314453,0.25527270363981136
205,0.23562841076013438,-0.033461873854969765,0.2431142868183735,-0.24816152179929732,0.09218704928796154
206,0.0013108729429166521,0.03288435490089377,0.1771015105807744,-0.1398979339095388,0.060671229635443205
207,-0.14451619853039635,0.15444277301549786,0.41105041378062357,-0.07179516206170121,0.22335087111721252
208,0.07829710384515973,-0.08903051677547545,0.41076980545602043,0.03262782744868113,0.15252257003783368
209,-0.17313289279180263,0.1990619463471285,0.4655937380022371,0.08205341101429867,0.4066599258950777
210,0.10194461806416055,-0.029526457837626467,0.22968277209971433,-0.11554064010129872,0.3893186403817224
211,0.007367497111982191,-0.012228648850978973,0.608110977818538,-0.26872796069634514,0.3613522643116268
212,-0.4099656956371708,0.08522068325942403,0.43799099307741074,0.04667022129920244,0.4195773832724611
213,0.092173088810751,0.07645345183219315,0.596433915369761,-0.03843984827057132,-0.22875439383211527
214,-0.18685427313930544,0.005525258938915428,0.4272340089512672,-0.04786440905737356,0.4697428389188679
215,0.17462703699259113,-0.0029152831023375016,0.5469958970724024,-0.012525668737769498,0.39282033230123165
216,-0.1429768092008877,-0.0424425662516758,0.5494665518700794,0.10169960069546731,0.12822555820742124
217,0.016284304222277578,-0.04389870521425826,0.4025126628764613,-0.03283194630629198,0.0992780546223435
218,0.1278696964329467,0.002866283638664313,0.391920240778298,-0.06872196345274564,-0.018753227838974595
219,0.02814699173713865,-0.054318382689863165,0.4568302918488021,0.06215899563102961,0.3715731069946254
220,-0.3603713621143877,-0.0790038755248232,0.4269938666385159,0.02294870222373467,0.4569470792214025
221,-0.1257827658875307,0.03353088575032899,0.4124293282841438,0.14889356859450795,0.3994283084496263
222,-0.20267974833445365,-0.1471253564686778,0.5337474569898435,-0.0334404830472713,0.7206658301028982
223,-0.31299882200192236,-0.021396819151221977,0.6779811952716445,0.06810406493828719,0.4867212239516661
224,0.12551996007991031,-0.0881922728327285,0.46540039969457975,-0.2535527057386219,0.04418518238341315
225,-0.02235455826621507,-0.07134742710257527,0.4939437717889703,0.0038392470185630773,0.31407268769710756
226,0.13407144896070528,-0.05107733064696326,0.2689572966708573,-0.1385670592208248,0.4206223212653814
227,0.1434326207571008,-0.06135375245736453,0.21460423748327478,-0.27987541782358816,0.1850394478975572
228,-0.026295029516986368,-0.10338600794377492,0.40787605618035644,0.026745693231274827,0.22415319446796253
229,0.30898443417403754,-0.0498670980796133,0.24646162173481106,0.0070993884691005205,0.20446289757945055
230,-0.0291516094834106,0.01411074687004219,0.4529294017078419,-0.22799994063821488,0.052482841691475254
231,-0.33924947967270175,0.04782616333733779,0.47737228080892036,-0.047820412975932355,0.3479692628390886
232,0.003285429455272526,-0.06708244304573444,0.33098080123659757,-0.05160216012646518,0.46834515020639234
233,-0.0674735531618375,0.005111110639413606,0.35996235634844076,0.13148459836006748,0.546383940241064
234,0.242198376790157,0.1336238574939631,0.1593013417165013,0.047893587336778384,0.15777719978154792
235,0.033569176214197374,0.011248502639883359,0.10977890776185639,-0.2584496350695459,0.13446086028005838
236,-0.28560919137914353,0.020329076342914677,0.754363463210234,0.1203627872848215,0.3152147084878594
237,-0.08570776825196387,-0.058882487640136684,0.8743581816659421,-0.014001624973562898,0.1444644507687531
238,0.09355151611698993,0.010219960188224644,0.355991169051916,0.025255460204357743,0.3962855616202846
239,-0.04949034967141884,0.013160915338473717,0.4317990798692167,0.05013059149398287,0.1797847400913119
240,0.03655269194027241,-0.021710700510411608,0.7605871374928793,-0.011409004494269879,-0.0046211643928189775
241,-0.2418389524536339,0.031161913268431617,0.5331332686689618,-0.1361290053891061,0.43024366404594916
242,-0.01275557007458947,-0.023926987164553663,0.2675813517033451,-0.010228274660691154,0.3289383660278399
243,-0.02130419632347365,0.0013216655238258838,0.1994446788512097,0.14705834443640342,0.2791555362921382
244,-0.006962093765134947,-0.045146288008435884,0.5413737839807126,0.03579680363803728,0.013754180669876593
245,0.085136563501335,-0.049178211705955294,0.4243140005316498,-0.049943049645733505,0.27502706533335125
246,0.2057473374753939,-0.005523594214702508,0.23837608939890118,0.1426566579012904,0.17732242037705434
247,-0.19444440049958808,0.039913029136148505,0.6201765129508795,-0.016001266106359303,0.38788043577111714
248,-0.06162539827488818,0.05709979656429577,0.6949769585455211,-0.1104251645535416,0.12658678727348666
249,0.29049262443959883,-0.0435608244359363,0.03402780844375634,-0.15123143674406808,0.21012632013774576
250,0.36112980473843787,-0.09695806064213695,0.24060913103988205,-0.08496555482887694,0.06690012508055174
251,-0.009285162270571945,0.17947993230966608,0.4733924763611387,0.003336368020097516,0.2558326477651608
252,-0.0779912161046707,-0.031686811786860135,0.30208110883436484,0.0937918549809716,0.07600627248492023
253,0.02728621889966778,-0.04090821239803369,0.4684795408131758,0.049505638423706554,0.339069537596811
254,-0.15147145403507545,0.21667393491005854,0.2533095526852084,-0.13305207378419992,0.42045272516257565
255,0.14236244042102997,-0.053948107134505596,0.6577896146047075,-0.09613013818961132,-0.003187309625795093
256,0.25297532882820584,0.057729714344309666,0.44405092705738725,-0.37592452658926007,0.3581715577041046
